pl_name,hostname,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,disc_year,disc_facility,pl_orbper,pl_rade,pl_masse,pl_dens,st_age,sy_dist
"Kepler-1889 b","Kepler-1889",1,1,0,0,"Transit",2021,"Kepler",37.30376190,2.590,,,,1395.1300000
"Kepler-1821 b","Kepler-1821",1,1,0,0,"Transit",2021,"Kepler",16.45880000,2.000,,,0.400,799.6990000
"Kepler-534 b","Kepler-534",1,2,0,0,"Transit",2016,"Kepler",15.95994600,2.360,,,1.700,570.6590000
"Kepler-1821 b","Kepler-1821",1,1,0,0,"Transit",2021,"Kepler",16.45819349,1.980,,,,799.6990000
"Kepler-1897 b","Kepler-1897",1,1,0,0,"Transit",2021,"Kepler",24.22045860,2.400,,,,983.1740000
"Kepler-1812 b","Kepler-1812",1,1,0,0,"Transit",2021,"Kepler",7.16518700,2.800,,,1.000,1409.1900000
"Kepler-1600 c","Kepler-1600",1,2,0,0,"Transit",2021,"Kepler",7.29814580,1.750,,,,1030.8100000
"Kepler-511 b","Kepler-511",1,2,0,0,"Transit",2016,"Kepler",296.63710000,5.040,,,,651.9990000
"Kepler-1711 b","Kepler-1711",1,1,0,0,"Transit",2021,"Kepler",21.06046000,1.840,,,6.600,590.2680000
"Kepler-529 c","Kepler-529",1,3,0,0,"Transit",2016,"Kepler",12.83450220,2.000,,,3.980,799.0080000
"Kepler-1900 b","Kepler-1900",1,1,0,0,"Transit",2021,"Kepler",2.98616791,1.190,,,,1540.4300000
"Kepler-1791 b","Kepler-1791",1,1,0,0,"Transit",2021,"Kepler",7.72084349,1.960,,,,602.2180000
"K2-389 b","K2-389",1,2,0,0,"Transit",2022,"K2",8.58404300,2.184,,,,259.2080000
"Kepler-1884 b","Kepler-1884",1,1,0,0,"Transit",2021,"Kepler",8.98825111,1.170,,,,1443.0900000
"Kepler-716 c","Kepler-716",1,2,0,0,"Transit",2020,"Kepler",3.96999000,1.393,,,,635.0090000
"Kepler-1863 b","Kepler-1863",1,1,0,0,"Transit",2021,"Kepler",44.99776040,1.590,,,,865.5460000
"Kepler-1698 b","Kepler-1698",1,1,0,0,"Transit",2020,"Kepler",1.21069363,0.990,,,,222.3450000
"Kepler-1948 b","Kepler-1948",1,1,0,0,"Transit",2021,"Kepler",15.57129955,1.033,,,,193.9030000
"KELT-4 A b","KELT-4 A",3,1,0,0,"Transit",2016,"KELT",2.98959200,,,,,218.0500000
"HATS-24 b","HATS-24",1,1,0,0,"Transit",2017,"HATSouth",1.34849540,16.668,775.50520,0.92000,0.880,494.1820000
"HD 5278 b","HD 5278",1,2,0,0,"Transit",2021,"Transiting Exoplanet Survey Satellite (TESS)",14.33915600,2.450,7.80000,2.90000,3.000,57.5846000
"CoRoT-9 b","CoRoT-9",2,1,0,0,"Transit",2009,"CoRoT",95.27380000,11.770,266.97000,0.90000,,412.9800000
"TOI-2136 b","TOI-2136",1,1,0,0,"Transit",2022,"Transiting Exoplanet Survey Satellite (TESS)",7.85190820,2.171,,,,33.3631000
"KMT-2021-BLG-1253L b","KMT-2021-BLG-1253L",1,1,0,0,"Microlensing",2022,"KMTNet",,,19.05000,,,6640.0000000
"KMT-2021-BLG-1253L b","KMT-2021-BLG-1253L",1,1,0,0,"Microlensing",2022,"KMTNet",,,22.05000,,,6320.0000000
"KMT-2021-BLG-0748L b","KMT-2021-BLG-0748L",1,1,0,0,"Microlensing",2022,"KMTNet",,,130.30965,,,6100.0000000
"KMT-2019-BLG-2974L b","KMT-2019-BLG-2974L",1,1,0,0,"Microlensing",2022,"KMTNet",,,88.99195,,,6100.0000000
"Kepler-1809 b","Kepler-1809",1,1,0,0,"Transit",2021,"Kepler",3.75729470,1.230,,,,409.6020000
"Kepler-1782 b","Kepler-1782",1,1,0,0,"Transit",2021,"Kepler",5.75624524,2.240,,,,305.7920000
"Kepler-716 c","Kepler-716",1,2,0,0,"Transit",2020,"Kepler",3.97000600,1.310,,,6.200,635.0090000
"Kepler-1918 b","Kepler-1918",1,1,0,0,"Transit",2021,"Kepler",47.05646210,2.820,,,,1030.1100000
"Kepler-1130 d","Kepler-1130",2,3,0,0,"Transit",2021,"Kepler",4.27225316,0.650,,,,249.3430000
"Kepler-1887 b","Kepler-1887",1,1,0,0,"Transit",2021,"Kepler",19.94774345,,,,,1366.1800000
"Kepler-1321 d","Kepler-1321",1,3,0,0,"Transit",2021,"Kepler",5.72084599,,,,,769.1460000
"Kepler-616 c","Kepler-616",1,3,0,0,"Transit",2016,"Kepler",90.41179920,,,,,945.7750000
"Kepler-1898 b","Kepler-1898",1,1,0,0,"Transit",2021,"Kepler",4.76559135,0.930,,,,360.9210000
"Kepler-1702 b","Kepler-1702",1,1,0,0,"Transit",2020,"Kepler",18.50108980,,,,,857.1400000
"Kepler-1771 b","Kepler-1771",1,1,0,0,"Transit",2021,"Kepler",88.64423640,2.500,,,,565.7520000
"Kepler-1865 b","Kepler-1865",1,1,0,0,"Transit",2021,"Kepler",2.52407400,1.500,,,11.600,922.2550000
"Kepler-1833 b","Kepler-1833",1,1,0,0,"Transit",2021,"Kepler",6.89208596,1.320,,,,591.6020000
"Kepler-1681 b","Kepler-1681",1,1,0,0,"Transit",2020,"Kepler",69.89410000,2.100,,,3.300,758.3000000
"Kepler-1738 b","Kepler-1738",1,1,0,0,"Transit",2021,"Kepler",7.67463016,2.825,,,,1302.8700000
"Kepler-1799 b","Kepler-1799",1,1,0,0,"Transit",2021,"Kepler",11.92957000,2.600,,,0.500,2254.6900000
"Kepler-462 b","Kepler-462",1,2,0,0,"Transit",2016,"Kepler",84.68798080,5.010,,,,596.6250000
"Kepler-1311 b","Kepler-1311",1,3,0,0,"Transit",2016,"Kepler",11.17230161,,,,,866.3310000
"Kepler-1090 c","Kepler-1090",1,2,0,0,"Transit",2021,"Kepler",42.42696470,,,,,858.7700000
"Kepler-1530 d","Kepler-1530",1,3,0,0,"Transit",2021,"Kepler",9.20779890,4.900,,,,489.8760000
"Kepler-1875 b","Kepler-1875",1,1,0,0,"Transit",2021,"Kepler",34.45859909,3.227,,,,1660.4500000
"Kepler-1883 b","Kepler-1883",1,1,0,0,"Transit",2021,"Kepler",103.42718800,3.230,,,,1377.6100000
"HD 106315 b","HD 106315",1,2,0,0,"Transit",2017,"K2",9.55451500,2.329,,,,109.3530000
"Kepler-1786 b","Kepler-1786",1,1,0,0,"Transit",2021,"Kepler",78.54590000,2.600,,,0.500,863.9090000
"Kepler-1928 b","Kepler-1928",1,1,0,0,"Transit",2021,"Kepler",19.57783000,1.992,,,0.105,326.3620000
"Kepler-457 d","KOI-7892",1,3,0,0,"Transit",2021,"Kepler",10.69060040,2.985,,,,1072.3000000
"Kepler-1849 b","Kepler-1849",1,1,0,0,"Transit",2021,"Kepler",57.29290009,2.387,,,,631.8840000
"Kepler-1827 b","Kepler-1827",1,1,0,0,"Transit",2021,"Kepler",3.70062174,1.480,,,,686.4610000
"Kepler-1769 b","Kepler-1769",1,1,0,0,"Transit",2021,"Kepler",89.19357370,,,,,438.4120000
"Kepler-1812 b","Kepler-1812",1,1,0,0,"Transit",2021,"Kepler",7.16521372,2.490,,,,1409.1900000
"K2-146 b","K2-146",1,2,0,0,"Transit",2018,"K2",2.64464600,2.200,,,,79.3002000
"Kepler-1322 b","Kepler-1322",1,2,0,0,"Transit",2016,"Kepler",0.96286820,1.500,,,0.400,1350.3200000
"K2-404 b","K2-404",1,1,0,0,"Transit",2022,"K2",13.11536500,2.530,,,,121.6300000
"Kepler-1867 b","Kepler-1867",1,1,0,0,"Transit",2021,"Kepler",9.88736112,0.670,,,,680.5830000
"Kepler-526 b","Kepler-526",1,1,0,0,"Transit",2016,"Kepler",5.45849832,1.990,,,2.140,666.1460000
"Kepler-644 b","Kepler-644",1,1,0,0,"Transit",2016,"Kepler",3.17391710,3.150,,,1.620,1318.0500000
"Kepler-12 b","Kepler-12",1,1,0,0,"Transit",2011,"Kepler",4.43796540,,,,4.000,881.3860000
"Kepler-411 b","Kepler-411",2,4,0,0,"Transit",2013,"Kepler",3.00515691,,,,,153.6760000
"Kepler-685 b","Kepler-685",1,1,0,0,"Transit",2016,"Kepler",1.62552226,,,,,938.7150000
"Kepler-76 b","Kepler-76",1,1,0,0,"Orbital Brightness Modulation",2013,"Kepler",1.54492888,13.670,,,,822.9600000
"Kepler-76 b","Kepler-76",1,1,0,0,"Orbital Brightness Modulation",2013,"Kepler",1.54492888,13.670,,,,822.9600000
"Kepler-1517 b","Kepler-1517",1,1,0,0,"Transit",2016,"Kepler",5.54608367,20.240,,,,847.2990000
"Kepler-1517 b","Kepler-1517",1,1,0,0,"Transit",2016,"Kepler",5.54608367,20.240,,,,847.2990000
"Kepler-1658 b","Kepler-1658",1,1,0,0,"Transit",2019,"Kepler",3.84938456,16.809,,,,788.2380000
"Kepler-435 b","Kepler-435",1,1,0,0,"Transit",2015,"Kepler",8.60015360,22.310,266.97000,0.13100,2.250,1418.7700000
"Kepler-718 b","Kepler-718",1,1,0,0,"Transit",2016,"Kepler",2.05234990,13.380,,,,1302.3300000
"Kepler-718 b","Kepler-718",1,1,0,0,"Transit",2016,"Kepler",2.05234990,13.380,,,,1302.3300000
"Kepler-723 b","Kepler-723",1,1,0,0,"Transit",2016,"Kepler",4.08227507,12.190,,,4.570,1071.8000000
"Kepler-425 b","Kepler-425",1,1,0,0,"Transit",2014,"Kepler",3.79701826,10.070,,,,646.6470000
"Kepler-425 b","Kepler-425",1,1,0,0,"Transit",2014,"Kepler",3.79701834,9.940,,,,646.6470000
"Kepler-731 b","Kepler-731",1,1,0,0,"Transit",2016,"Kepler",3.85558969,13.965,,,,1257.1600000
"Kepler-74 b","Kepler-74",1,1,0,0,"Transit",2013,"Kepler",7.34071497,,,,,1177.5500000
"Kepler-424 b","Kepler-424",1,2,0,0,"Transit",2014,"Kepler",3.31186415,9.060,,,,698.6460000
"Kepler-762 b","Kepler-762",1,1,0,0,"Transit",2016,"Kepler",3.77055251,,,,,1898.2600000
"Kepler-43 b","Kepler-43",1,1,0,0,"Transit",2011,"Kepler",3.02409220,12.550,962.98000,2.87000,,1005.8400000
"HAT-P-67 b","HAT-P-67",2,1,0,0,"Transit",2017,"HATNet",4.81011414,23.580,,,,371.6860000
"Kepler-412 b","Kepler-412",1,1,0,0,"Transit",2014,"Kepler",1.72086132,12.530,,,,1086.2400000
"KMT-2021-BLG-0712L b","KMT-2021-BLG-0712L",1,1,0,0,"Microlensing",2023,"KMTNet",,,25.76000,,,2080.0000000
"HAT-P-31 b","HAT-P-31",1,1,0,0,"Transit",2011,"HATNet",5.00542500,11.990,689.98000,2.18000,,344.0500000
"HAT-P-37 b","HAT-P-37",1,1,0,0,"Transit",2011,"HATNet",2.79743600,13.204,381.39600,0.91000,3.600,390.5940000
"WASP-58 b","WASP-58",2,1,0,0,"Transit",2012,"SuperWASP",5.01718000,15.356,285.72917,0.44000,12.800,290.4040000
"Kepler-426 b","Kepler-426",1,1,0,0,"Transit",2014,"Kepler",3.21751843,10.553,,,,843.6950000
"Kepler-12 b","Kepler-12",1,1,0,0,"Transit",2011,"Kepler",4.43796370,18.999,137.62039,0.11000,4.000,881.3860000
"Kepler-485 b","Kepler-485",1,1,0,0,"Transit",2016,"Kepler",3.24325988,12.910,,,,1140.9500000
"WASP-58 b","WASP-58",2,1,0,0,"Transit",2012,"SuperWASP",5.01721370,,,,3.200,290.4040000
"KELT-8 b","KELT-8",1,1,0,0,"Transit",2015,"KELT",3.24406000,20.849,272.69814,0.16500,5.400,197.5720000
"HAT-P-52 b","HAT-P-52",1,1,0,0,"Transit",2015,"HATNet",2.75359650,,,,,361.1550000
"WASP-148 c","WASP-148",1,2,0,0,"Radial Velocity",2020,"Haute-Provence Observatory",34.52400000,,124.58874,,3.600,246.3530000
"K2-325 b","K2-325",1,1,0,0,"Transit",2020,"K2",6.93000000,2.200,,,,111.6380000
"K2-322 b","K2-322",1,1,0,0,"Transit",2020,"K2",8.20500000,1.920,,,,123.4150000
"K2-316 b","K2-316",1,2,0,0,"Transit",2020,"K2",1.13300000,1.330,,,,112.4860000
"K2-317 b","K2-317",1,1,0,0,"Transit",2020,"K2",6.22000000,2.930,,,,176.2910000
"Kepler-685 b","Kepler-685",1,1,0,0,"Transit",2016,"Kepler",1.62552217,,,,,938.7150000
"Kepler-7 b","Kepler-7",1,1,0,0,"Transit",2009,"Kepler",4.88548895,17.590,,,3.470,922.5620000
"Kepler-7 b","Kepler-7",1,1,0,0,"Transit",2009,"Kepler",,17.646,,,,922.5620000
"Kepler-7 b","Kepler-7",1,1,0,0,"Transit",2009,"Kepler",,,,,,922.5620000
"Kepler-45 b","Kepler-45",1,1,0,0,"Transit",2011,"Kepler",2.45523883,12.993,,,,381.9490000
"Kepler-74 b","Kepler-74",1,1,0,0,"Transit",2013,"Kepler",7.34071495,,,,,1177.5500000
"Kepler-491 b","Kepler-491",1,1,0,0,"Transit",2016,"Kepler",4.22538451,9.160,,,,630.7850000
"Kepler-491 b","Kepler-491",1,1,0,0,"Transit",2016,"Kepler",,8.523,,,,630.7850000
"Kepler-8 b","Kepler-8",1,1,0,0,"Transit",2010,"Kepler",3.52249865,,,,,1021.8700000
"Kepler-435 b","Kepler-435",1,1,0,0,"Transit",2015,"Kepler",8.60014530,8.000,,,2.350,1418.7700000
"Kepler-435 b","Kepler-435",1,1,0,0,"Transit",2015,"Kepler",8.60015360,22.306,270.15550,0.13400,2.250,1418.7700000
"Kepler-471 b","Kepler-471",1,1,0,0,"Transit",2016,"Kepler",5.01419911,13.491,,,,1249.4100000
"Kepler-412 b","Kepler-412",1,1,0,0,"Transit",2014,"Kepler",1.72086120,14.852,294.62841,0.49400,5.100,1086.2400000
"Kepler-77 b","Kepler-77",1,1,0,0,"Transit",2013,"Kepler",,10.466,,,,639.4110000
"Kepler-723 b","Kepler-723",1,1,0,0,"Transit",2016,"Kepler",4.08227507,10.850,,,,1071.8000000
"Kepler-548 b","Kepler-548",1,1,0,0,"Transit",2016,"Kepler",4.45419434,12.210,,,,751.7760000
"Kepler-41 b","Kepler-41",1,1,0,0,"Transit",2011,"Kepler",1.85555757,,,,,1093.0800000
"Kepler-423 b","Kepler-423",1,1,0,0,"Transit",2014,"Kepler",2.68432848,13.450,228.83000,0.55000,,758.7530000
"TOI-2081 b","TOI-2081",1,1,0,0,"Transit",2022,"Transiting Exoplanet Survey Satellite (TESS)",10.50534000,2.040,,,,62.3446000
"TOI-2048 b","TOI-2048",1,1,0,0,"Transit",2022,"Transiting Exoplanet Survey Satellite (TESS)",13.79019000,2.610,,,0.300,116.5670000
"HD 178911 B b","HD 178911 B",3,1,0,0,"Radial Velocity",2001,"W. M. Keck Observatory",71.47900000,,,,,40.9727000
"30 Ari B b","30 Ari B",4,1,0,0,"Radial Velocity",2009,"Thueringer Landessternwarte Tautenburg",335.10000000,,,,0.910,44.6570000
"HD 178911 B b","HD 178911 B",3,1,0,0,"Radial Velocity",2001,"W. M. Keck Observatory",71.48400000,,,,,40.9727000
"HATS-23 b","HATS-23",1,1,0,0,"Transit",2017,"HATSouth",2.16034400,22.504,,,,639.0040000
"K2-114 b","K2-114",1,1,0,0,"Transit",2017,"K2",11.39100000,,,,,475.7580000
"Kepler-1090 c","Kepler-1090",1,2,0,0,"Transit",2021,"Kepler",42.42685448,,,,,858.7700000
"Kepler-196 b","Kepler-196",1,3,0,0,"Transit",2014,"Kepler",20.73991798,1.890,,,3.980,451.3120000
"Kepler-1090 c","Kepler-1090",1,2,0,0,"Transit",2021,"Kepler",42.42673420,3.080,,,,858.7700000
"Kepler-511 b","Kepler-511",1,2,0,0,"Transit",2016,"Kepler",296.63730555,,,,,651.9990000
"Kepler-1693 b","Kepler-1693",1,2,0,0,"Transit",2020,"Kepler",12.09997831,1.120,,,,760.0650000
"Kepler-1719 b","Kepler-1719",1,1,0,0,"Transit",2021,"Kepler",6.14955299,3.470,,,,905.4060000
"Kepler-1716 b","Kepler-1716",1,1,0,0,"Transit",2021,"Kepler",35.58349688,,,,,195.4390000
"Kepler-1312 c","Kepler-1312",1,2,0,0,"Transit",2021,"Kepler",1.11613190,0.930,,,0.400,299.1040000
"Kepler-1906 b","Kepler-1906",1,1,0,0,"Transit",2021,"Kepler",7.36272058,1.870,,,,1360.6300000
"Kepler-1742 b","Kepler-1742",1,1,0,0,"Transit",2021,"Kepler",49.47779000,2.000,,,0.500,669.5730000
"Kepler-616 b","Kepler-616",1,3,0,0,"Transit",2016,"Kepler",9.99761851,2.480,,,,945.7750000
"Kepler-1514 c","Kepler-1514",1,2,0,0,"Transit",2020,"Kepler",10.51421162,1.250,,,,397.2920000
"Kepler-1838 b","Kepler-1838",1,1,0,0,"Transit",2021,"Kepler",12.14692791,1.140,,,,451.2420000
"Kepler-1514 c","Kepler-1514",1,2,0,0,"Transit",2020,"Kepler",10.51420148,1.920,,,,397.2920000
"Kepler-1753 b","Kepler-1753",1,1,0,0,"Transit",2021,"Kepler",16.00460392,,,,,707.6880000
"Kepler-381 c","Kepler-381",1,3,0,0,"Transit",2014,"Kepler",13.39163500,1.120,,,,267.3230000
"Kepler-462 b","Kepler-462",1,2,0,0,"Transit",2016,"Kepler",84.68895000,4.700,,,1.070,596.6250000
"K2-77 b","K2-77",1,1,0,0,"Transit",2016,"K2",8.19981400,2.498,,,,141.7310000
"TOI-1842 b","TOI-1842",1,1,0,0,"Transit",2021,"Transiting Exoplanet Survey Satellite (TESS)",9.57395310,12.496,,,,223.4650000
"K2-100 b","K2-100",1,1,0,0,"Transit",2016,"K2",1.67391800,4.670,,,,188.9590000
"WASP-166 b","WASP-166",1,1,0,0,"Transit",2019,"WASP-South",5.44354000,7.062,32.10083,0.54000,2.100,114.1730000
"HD 191939 c","HD 191939",1,6,0,0,"Transit",2020,"Transiting Exoplanet Survey Satellite (TESS)",28.58050000,3.080,7.20000,1.40000,8.700,53.6089000
"TOI-2076 d","TOI-2076",1,3,0,0,"Transit",2021,"Transiting Exoplanet Survey Satellite (TESS)",35.12574720,3.170,,,,41.9091000
"HD 191939 c","HD 191939",1,6,0,0,"Transit",2020,"Transiting Exoplanet Survey Satellite (TESS)",28.58008940,2.560,,,,53.6089000
"TOI-2411 b","TOI-2411",1,1,0,0,"Transit",2022,"Transiting Exoplanet Survey Satellite (TESS)",0.78276495,1.747,,,,59.5362000
"CoRoT-13 b","CoRoT-13",1,1,0,0,"Transit",2010,"CoRoT",4.03515000,,,,1.635,1148.9300000
"TOI-1444 c","TOI-1444",1,2,0,0,"Radial Velocity",2021,"W. M. Keck Observatory",16.06600000,,,,,125.4630000
"WASP-166 b","WASP-166",1,1,0,0,"Transit",2019,"WASP-South",5.44353540,7.302,,,,114.1730000
"HD 191939 b","HD 191939",1,6,0,0,"Transit",2020,"Transiting Exoplanet Survey Satellite (TESS)",8.88032560,3.410,10.00000,1.40000,8.700,53.6089000
"HD 191939 c","HD 191939",1,6,0,0,"Transit",2020,"Transiting Exoplanet Survey Satellite (TESS)",28.57974300,3.195,8.00000,1.35000,8.700,53.6089000
"HD 191939 b","HD 191939",1,6,0,0,"Transit",2020,"Transiting Exoplanet Survey Satellite (TESS)",8.88040300,3.420,,,7.000,53.6089000
"WD 0806-661 b","WD 0806-661",1,1,0,0,"Imaging",2011,"Spitzer Space Telescope",,,2542.62726,,2.100,19.2444000
"TOI-2076 c","TOI-2076",1,3,0,0,"Transit",2021,"Transiting Exoplanet Survey Satellite (TESS)",21.01530470,3.782,,,,41.9091000
"HD 191939 e","HD 191939",1,6,0,0,"Radial Velocity",2022,"W. M. Keck Observatory",101.12000000,,,,8.700,53.6089000
"WD 0806-661 b","WD 0806-661",1,1,0,0,"Imaging",2011,"Spitzer Space Telescope",,,2383.60000,,,19.2444000
"WASP-47 b","WASP-47",1,4,0,0,"Transit",2012,"SuperWASP",4.15912890,12.630,363.10000,0.99300,,264.7800000
"WASP-166 b","WASP-166",1,1,0,0,"Transit",2019,"WASP-South",5.44353970,,,,2.100,114.1730000
"HD 95086 b","HD 95086",1,1,0,0,"Imaging",2013,"Paranal Observatory",,,1589.00000,,0.017,86.2279000
"HIP 65426 b","HIP 65426",1,1,0,0,"Imaging",2017,"Paranal Observatory",,16.814,2860.47000,,0.014,108.8750000
"TOI-2076 d","TOI-2076",1,3,0,0,"Transit",2021,"Transiting Exoplanet Survey Satellite (TESS)",,3.160,,,0.204,41.9091000
"TOI-2076 c","TOI-2076",1,3,0,0,"Transit",2021,"Transiting Exoplanet Survey Satellite (TESS)",21.01538000,3.497,,,0.340,41.9091000
"HD 191939 d","HD 191939",1,6,0,0,"Transit",2020,"Transiting Exoplanet Survey Satellite (TESS)",38.35610000,3.160,,,7.000,53.6089000
"HD 191939 f","HD 191939",1,6,0,0,"Radial Velocity",2022,"W. M. Keck Observatory",4450.00000000,,,,8.700,53.6089000
"L 168-9 b","L 168-9",1,1,0,0,"Transit",2020,"Transiting Exoplanet Survey Satellite (TESS)",1.40152452,1.740,,,,25.1496000
"HD 260655 c","HD 260655",1,2,0,0,"Transit",2022,"Transiting Exoplanet Survey Satellite (TESS)",5.70579590,3.580,,,,10.0055000
"K2-115 b","K2-115",1,1,0,0,"Transit",2017,"K2",20.27261500,12.060,,,,413.5910000
"mu2 Sco b","mu2 Sco",1,1,0,0,"Imaging",2022,"Paranal Observatory",,,4576.72906,,0.020,
"MASCARA-1 b","MASCARA-1",1,1,0,0,"Transit",2017,"Multiple Observatories",2.14878720,17.479,,,,182.2730000
"GJ 338 B b","GJ 338 B",2,1,0,0,"Radial Velocity",2020,"Calar Alto Observatory",24.42200000,,,,4.000,6.3325600
"MASCARA-1 b","MASCARA-1",1,1,0,0,"Transit",2017,"Multiple Observatories",2.14877381,17.901,,,0.800,182.2730000
"HD 26965 b","HD 26965",3,1,0,0,"Radial Velocity",2018,"Multiple Observatories",42.37800000,,,,6.900,5.0354500
"gam1 Leo b","gam1 Leo",2,1,0,0,"Radial Velocity",2009,"Bohyunsan Optical Astronomical Observatory",428.50000000,,,,,39.8883000
"OGLE-2018-BLG-0516L b","OGLE-2018-BLG-0516L",1,1,0,0,"Microlensing",2022,"OGLE",,,20.10000,,,7000.0000000
"OGLE-TR-56 b","OGLE-TR-56",1,1,0,0,"Transit",2002,"OGLE",1.21191890,13.967,375.03940,,,
"OGLE-2019-BLG-1492L b","OGLE-2019-BLG-1492L",1,1,0,0,"Microlensing",2022,"OGLE",,,37.10000,,,5600.0000000
"WASP-2 b","WASP-2",2,1,0,0,"Transit",2007,"SuperWASP",2.15222144,11.691,269.20201,0.99400,11.900,153.2420000
"WASP-2 b","WASP-2",2,1,0,0,"Transit",2007,"SuperWASP",2.15222163,,,,,153.2420000
"TOI-640 b","TOI-640",1,1,0,0,"Transit",2021,"Transiting Exoplanet Survey Satellite (TESS)",5.00377750,19.851,279.69040,0.19500,1.990,341.9970000
"HD 152843 b","HD 152843",1,2,0,0,"Transit",2021,"Transiting Exoplanet Survey Satellite (TESS)",11.62075440,3.208,,,,107.8980000
"WASP-180 A b","WASP-180 A",2,1,0,0,"Transit",2019,"SuperWASP",3.40915679,15.916,,,,253.9850000
"HD 152843 b","HD 152843",1,2,0,0,"Transit",2021,"Transiting Exoplanet Survey Satellite (TESS)",11.62640000,3.410,11.56000,1.58000,3.970,107.8980000
"HD 73583 b","HD 73583",1,2,0,0,"Transit",2022,"Transiting Exoplanet Survey Satellite (TESS)",6.39805000,2.490,,,0.480,31.5666000
"WASP-119 b","WASP-119",1,1,0,0,"Transit",2016,"SuperWASP-South",2.49980450,,,,8.000,302.4480000
"WASP-119 b","WASP-119",1,1,0,0,"Transit",2016,"SuperWASP-South",2.49980394,,,,,302.4480000
"TOI-270 d","TOI-270",1,3,0,0,"Transit",2019,"Transiting Exoplanet Survey Satellite (TESS)",11.38014000,2.130,,,,22.4793000
"TOI-270 c","TOI-270",1,3,0,0,"Transit",2019,"Transiting Exoplanet Survey Satellite (TESS)",5.66057310,2.355,6.15000,2.60000,,22.4793000
"GJ 357 b","GJ 357",1,3,0,0,"Transit",2019,"Transiting Exoplanet Survey Satellite (TESS)",3.93060270,1.270,,,,9.4418100
"GJ 357 d","GJ 357",1,3,0,0,"Radial Velocity",2019,"Multiple Observatories",55.66100000,,,,,9.4418100
"GJ 357 b","GJ 357",1,3,0,0,"Transit",2019,"Transiting Exoplanet Survey Satellite (TESS)",3.93060000,1.200,,,,9.4418100
"WASP-189 b","WASP-189",1,1,0,0,"Transit",2020,"CHaracterising ExOPlanets Satellite (CHEOPS)",2.72403300,18.147,632.47853,0.62199,0.730,99.7310000
"Kepler-1946 b","Kepler-1946",1,1,0,0,"Transit",2021,"Kepler",3.03520869,3163.540,,,,1002.1200000
"Kepler-1799 b","Kepler-1799",1,1,0,0,"Transit",2021,"Kepler",11.92976844,2.670,,,,2254.6900000
"Kepler-1941 b","Kepler-1941",1,1,0,0,"Transit",2021,"Kepler",31.33452785,,,,,1494.3900000
"Kepler-783 c","Kepler-783",1,2,0,0,"Transit",2020,"Kepler",7.05394300,3.200,,,9.700,516.0900000
"Kepler-324 e","Kepler-324",1,4,0,0,"Transit",2021,"Kepler",13.97946091,,,,,501.5740000
"K2-407 b","K2-407",1,2,0,0,"Transit",2022,"K2",4.94190700,1.283,,,,218.3760000
"Kepler-1895 b","Kepler-1895",1,1,0,0,"Transit",2021,"Kepler",6.07032030,1.410,,,,984.1870000
"Kepler-529 b","Kepler-529",1,3,0,0,"Transit",2016,"Kepler",1.98035766,1.500,,,,799.0080000
"Kepler-462 b","Kepler-462",1,2,0,0,"Transit",2016,"Kepler",84.68798080,5.010,,,,596.6250000
"Kepler-1742 b","Kepler-1742",1,1,0,0,"Transit",2021,"Kepler",49.47819901,2.178,,,,669.5730000
"Kepler-487 b","Kepler-487",1,3,0,0,"Transit",2016,"Kepler",15.35876766,,,,,872.3430000
"WASP-158 b","WASP-158",1,1,0,0,"Transit",2018,"SuperWASP-South",3.65633300,11.994,886.74570,3.10000,1.930,524.9930000
"K2-117 b","K2-117",1,2,0,0,"Transit",2017,"K2",1.29159723,2.101,,,,101.6320000
"WASP-25 b","WASP-25",1,1,0,0,"Transit",2010,"SuperWASP",3.76483040,,,,,211.4160000
"HD 178911 B b","HD 178911 B",3,1,0,0,"Radial Velocity",2001,"W. M. Keck Observatory",71.48400000,,,,,40.9727000
"ROXs 12 b","ROXs 12",2,1,0,0,"Imaging",2013,"W. M. Keck Observatory",,,5085.00000,,0.008,136.6500000
"30 Ari B b","30 Ari B",4,1,0,0,"Radial Velocity",2009,"Thueringer Landessternwarte Tautenburg",335.10001000,,,,,44.6570000
"51 Eri b","51 Eri",3,1,0,0,"Imaging",2015,"Gemini Observatory",,,635.66000,,0.020,29.7575000
"51 Eri b","51 Eri",3,1,0,0,"Imaging",2015,"Gemini Observatory",14965.00000000,,,,,29.7575000
"30 Ari B b","30 Ari B",4,1,0,0,"Radial Velocity",2009,"Thueringer Landessternwarte Tautenburg",345.40000000,,,,,44.6570000
"ROXs 12 b","ROXs 12",2,1,0,0,"Imaging",2013,"W. M. Keck Observatory",,,,,,136.6500000
"HD 178911 B b","HD 178911 B",3,1,0,0,"Radial Velocity",2001,"W. M. Keck Observatory",71.51100000,,,,,40.9727000
"WASP-13 b","WASP-13",1,1,0,0,"Transit",2009,"SuperWASP",4.35301126,,,,,227.5370000
"CoRoT-5 b","CoRoT-5",1,1,0,0,"Transit",2009,"CoRoT",4.03790124,18.383,,,,882.4720000
"WASP-16 b","WASP-16",1,1,0,0,"Transit",2009,"SuperWASP",3.11860370,,,,,194.1340000
"WASP-22 b","WASP-22",1,1,0,0,"Transit",2010,"SuperWASP",,,180.84527,,,317.6520000
